Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2002-12-31,10.88,10.97,10.78,10.8,26155500.0,0.0,1.0,9.8323172230472,9.9136507294878,9.7419466603354,9.7600207728777,26155500.0
2002-12-30,10.87,11.02,10.73,10.94,29686300.0,0.0,1.0,9.823280166776,9.9588360108438,9.6967613789794,9.8865395606743,29686300.0
2002-12-27,10.81,11.07,10.75,10.79,24793900.0,0.0,1.0,9.7690578291489,10.0040212922,9.7148354915218,9.7509837166065,24793900.0
2002-12-26,11.0,11.23,10.78,10.83,19094500.0,0.0,1.0,9.9407618983014,10.148614192539,9.7419466603354,9.7871319416913,19094500.0
2002-12-24,10.9,11.15,10.85,10.99,9088400.0,0.0,1.0,9.8503913355896,10.076317742369,9.8052060542336,9.9317248420302,9088400.0
2002-12-23,10.78,11.15,10.62,11.06,32994600.0,0.0,1.0,9.7419466603354,10.076317742369,9.5973537599964,9.9949842359285,32994600.0
2002-12-20,11.28,11.37,10.55,10.74,70354000.0,0.0,1.0,10.193799473895,10.275132980335,9.5340943660981,9.7057984352506,70354000.0
2002-12-19,11.06,11.57,10.8,11.0,97046000.0,0.0,1.0,9.9949842359285,10.455874105759,9.7600207728777,9.9407618983014,97046000.0
2002-12-18,10.8,10.89,10.41,10.63,59093700.0,0.0,1.0,9.7600207728777,9.8413542793184,9.4075755783016,9.6063908162676,59093700.0
2002-12-17,11.21,11.48,10.86,11.02,38315200.0,0.0,1.0,10.130540079996,10.374540599318,9.8142431105048,9.9588360108438,38315200.0
2002-12-16,10.95,11.37,10.81,11.3,36217200.0,0.0,1.0,9.8955766169455,10.275132980335,9.7690578291489,10.211873586437,36217200.0
2002-12-13,11.28,11.32,10.63,10.65,49233800.0,0.0,1.0,10.193799473895,10.229947698979,9.6063908162676,9.62446492881,49233800.0
2002-12-12,11.47,11.55,11.05,11.34,31506500.0,0.0,1.0,10.365503543047,10.437799993216,9.9859471796573,10.248021811522,31506500.0
2002-12-11,10.7,11.45,10.61,11.3,42332500.0,0.0,1.0,9.6696502101659,10.347429430505,9.5883167037252,10.211873586437,42332500.0
2002-12-10,10.77,11.03,10.63,10.7,35175200.0,0.0,1.0,9.7329096040642,9.9678730671149,9.6063908162676,9.6696502101659,35175200.0
2002-12-09,11.12,11.29,10.51,10.53,41361800.0,0.0,1.0,10.049206573556,10.202836530166,9.4979461410134,9.5160202535558,41361800.0
2002-12-06,10.54,11.59,10.45,11.28,47974500.0,0.0,1.0,9.525057309827,10.473948218301,9.4437238033863,10.193799473895,47974500.0
2002-12-05,11.3,11.33,10.65,10.69,39194600.0,0.0,1.0,10.211873586437,10.23898475525,9.62446492881,9.6606131538947,39194600.0
2002-12-04,11.04,11.35,10.74,11.05,45352900.0,0.0,1.0,9.9769101233861,10.257058867793,9.7057984352506,9.9859471796573,45352900.0
2002-12-03,11.82,11.94,11.25,11.37,46235500.0,0.0,1.0,10.681800512538,10.790245187793,10.166688305081,10.275132980335,46235500.0
2002-12-02,12.36,12.73,11.82,11.9,46174700.0,0.0,1.0,11.169801551182,11.504172633216,10.681800512538,10.754096962708,46174700.0
2002-11-29,12.03,12.25,11.95,12.15,16345800.0,0.0,1.0,10.871578694233,11.070393932199,10.799282244064,10.980023369487,16345800.0
2002-11-27,11.9,12.21,11.48,12.0,47671800.0,0.0,1.0,10.754096962708,11.034245707115,10.374540599318,10.84446752542,47671800.0
2002-11-26,11.81,12.08,11.55,11.63,58763800.0,0.0,1.0,10.672763456267,10.916763975589,10.437799993216,10.510096443386,58763800.0
2002-11-25,11.6,12.0,11.53,11.91,45853800.0,0.0,1.0,10.482985274572,10.84446752542,10.419725880674,10.763134018979,45853800.0
2002-11-22,11.1,11.65,11.02,11.58,47514400.0,0.0,1.0,10.031132461013,10.528170555928,9.9588360108438,10.46491116203,47514400.0
2002-11-21,10.84,11.5,10.82,11.46,59605500.0,0.0,1.0,9.7961689979625,10.392614711861,9.7780948854201,10.356466486776,59605500.0
2002-11-20,10.36,10.78,10.25,10.74,48408600.0,0.0,1.0,9.3623902969457,9.7419466603354,9.2629826779627,9.7057984352506,48408600.0
2002-11-19,10.24,10.6,10.05,10.37,39188600.0,0.0,1.0,9.2539456216915,9.5792796474541,9.082241552539,9.3714273532169,39188600.0
2002-11-18,10.88,11.0,10.25,10.29,42280500.0,0.0,1.0,9.8323172230472,9.9407618983014,9.2629826779627,9.2991309030474,42280500.0
2002-11-15,10.17,10.78,10.11,10.71,57425300.0,0.0,1.0,9.1906862277932,9.7419466603354,9.1364638901661,9.6786872664371,57425300.0
2002-11-14,9.81,10.4,9.79,10.35,47581000.0,0.0,1.0,8.8653522020306,9.3985385220304,8.8472780894882,9.3533532406745,47581000.0
