Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2015-12-31,36.84,36.95,36.43,36.53,10332409.0,0.0,1.0,35.704462642857,35.811072059,35.307100273596,35.404017924635,10332409.0
2015-12-30,37.08,37.16,36.83,36.92,9585554.0,0.0,1.0,35.937065005351,36.014599126183,35.694770877753,35.781996763688,9585554.0
2015-12-29,37.02,37.21,36.98,37.04,10708638.0,0.0,1.0,35.878914414728,36.063057951702,35.840147354312,35.898297944935,10708638.0
2015-12-28,36.83,36.86,36.47,36.79,10921929.0,0.0,1.0,35.694770877753,35.723846173065,35.345867334012,35.656003817337,10921929.0
2015-12-24,36.73,37.225,36.73,37.01,4953878.0,0.0,1.0,35.597853226714,36.077595599358,35.597853226714,35.869222649624,4953878.0
2015-12-23,36.66,37.215,36.65,36.93,12831771.0,0.0,1.0,35.530010870986,36.067903834254,35.520319105882,35.791688528792,12831771.0
2015-12-22,36.39,36.71,36.25,36.59,13924822.0,0.0,1.0,35.26833321318,35.578469696506,35.132648501725,35.462168515259,13924822.0
2015-12-21,36.72,36.84,36.1,36.42,15042213.0,0.0,1.0,35.58816146161,35.704462642857,34.987272025167,35.297408508492,15042213.0
2015-12-18,36.89,37.08,36.31,36.35,28648184.0,0.0,1.0,35.752921468377,35.937065005351,35.190799092349,35.229566152765,28648184.0
2015-12-17,38.09,38.2,36.54,36.93,42879939.0,0.0,1.0,36.915933280848,37.022542696991,35.413709689739,35.791688528792,42879939.0
2015-12-16,38.67,39.14,38.345,38.91,23463499.0,0.0,1.0,37.478055656875,37.93356861676,37.163073290998,37.710658019369,23463499.0
2015-12-15,38.1,38.53,37.95,38.21,19263508.0,0.0,1.0,36.925625045951,37.34237094542,36.780248569393,37.032234462095,19263508.0
2015-12-14,37.15,37.68,36.85,37.65,20134909.0,0.0,1.0,36.004907361079,36.518570911587,35.714154407961,36.489495616275,20134909.0
2015-12-11,37.62,37.85,37.035,37.21,20346816.0,0.0,1.0,36.460420320963,36.683330918353,35.893452062384,36.063057951702,20346816.0
2015-12-10,38.61,38.82,38.11,38.19,18358278.0,0.0,1.0,37.419905066252,37.623432133434,36.935316811055,37.012850931887,18358278.0
2015-12-09,38.63,39.35,38.325,38.58,17516146.0,0.0,1.0,37.439288596459,38.137095683942,37.14368976079,37.39082977094,17516146.0
2015-12-08,38.29,38.87,38.26,38.73,15219174.0,0.0,1.0,37.109768582926,37.671890958954,37.080693287614,37.536206247499,15219174.0
2015-12-07,39.16,39.2399,38.5,38.82,13798471.0,0.0,1.0,37.952952146967,38.030389350148,37.313295650108,37.623432133434,13798471.0
2015-12-04,38.02,39.24,37.875,39.16,18206591.0,0.0,1.0,36.84809092512,38.030486267799,36.707560331113,37.952952146967,18206591.0
2015-12-03,38.96,38.96,37.75,37.81,20322432.0,0.0,1.0,37.759116844889,37.759116844889,36.586413267314,36.644563857938,20322432.0
2015-12-02,39.15,39.39,38.65,38.7,13694239.0,0.0,1.0,37.943260381863,38.175862744358,37.458672126667,37.507130952187,13694239.0
2015-12-01,39.09,39.275,38.91,39.23,12718191.0,0.0,1.0,37.88510979124,38.064407445663,37.710658019369,38.020794502695,12718191.0
2015-11-30,39.11,39.29,38.97,38.97,18939685.0,0.0,1.0,37.904493321448,38.078945093318,37.768808609993,37.768808609993,18939685.0
2015-11-27,39.14,39.34,39.08,39.18,6869874.0,0.0,1.0,37.93356861676,38.127403918838,37.875418026136,37.972335677175,6869874.0
2015-11-25,39.47,39.6,39.245,39.26,8014997.0,0.0,1.0,38.253396865189,38.37938981154,38.035332150351,38.049869798007,8014997.0
2015-11-24,38.78,39.62,38.78,39.46,13766246.0,0.0,1.0,37.584665073018,38.398773341748,37.584665073018,38.243705100085,13766246.0
2015-11-23,39.44,39.53,39.05,39.14,9111899.0,0.0,1.0,38.224321569877,38.311547455813,37.846342730824,37.93356861676,9111899.0
