Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2001-12-31,14.23,14.23,13.8,13.81,29857600.0,0.0,1.0,12.859731073894,12.859731073894,12.471137654233,12.480174710504,29857600.0
2001-12-28,14.36,14.36,14.01,14.06,24629700.0,0.0,1.0,12.977212805419,12.977212805419,12.660915835927,12.706101117283,24629700.0
2001-12-27,14.25,14.25,13.87,13.99,31281100.0,0.0,1.0,12.877805186436,12.877805186436,12.534397048131,12.642841723385,31281100.0
2001-12-26,14.7,14.7,14.08,14.09,26817000.0,0.0,1.0,13.284472718639,13.284472718639,12.724175229826,12.733212286097,26817000.0
2001-12-24,14.64,14.64,14.23,14.34,12753700.0,0.0,1.0,13.230250381012,13.230250381012,12.859731073894,12.959138692877,12753700.0
2001-12-21,14.94,14.94,14.35,14.38,59252900.0,0.0,1.0,13.501362069148,13.501362069148,12.968175749148,12.995286917961,59252900.0
2001-12-20,14.91,14.91,14.4,14.49,44289800.0,0.0,1.0,13.474250900334,13.474250900334,13.013361030504,13.094694536944,44289800.0
2001-12-19,15.4,15.4,14.78,14.92,59069000.0,0.0,1.0,13.917066657622,13.917066657622,13.356769168809,13.483287956605,59069000.0
2001-12-18,15.3,15.3,14.91,15.05,40321500.0,0.0,1.0,13.82669609491,13.82669609491,13.474250900334,13.600769688131,40321500.0
2001-12-17,15.0,15.0,14.4,14.79,32530700.0,0.0,1.0,13.555584406775,13.555584406775,13.013361030504,13.36580622508,32530700.0
2001-12-14,14.7,14.7,14.31,14.57,54346500.0,0.0,1.0,13.284472718639,13.284472718639,12.932027524063,13.166990987114,54346500.0
2001-12-13,15.25,15.25,14.39,14.67,52531500.0,0.0,1.0,13.781510813554,13.781510813554,13.004323974232,13.257361549826,52531500.0
2001-12-12,15.45,15.45,14.75,15.1,44940700.0,0.0,1.0,13.962251938978,13.962251938978,13.329657999995,13.645954969486,44940700.0
2001-12-11,15.76,15.76,15.1,15.11,41071500.0,0.0,1.0,14.242400683385,14.242400683385,13.645954969486,13.654992025758,41071500.0
2001-12-10,16.02,16.02,15.25,15.42,35877600.0,0.0,1.0,14.477364146435,14.477364146435,13.781510813554,13.935140770164,35877600.0
2001-12-07,15.95,15.95,15.55,15.91,42468600.0,0.0,1.0,14.414104752537,14.414104752537,14.05262250169,14.377956527452,42468600.0
2001-12-06,16.03,16.03,15.5,15.9,67014700.0,0.0,1.0,14.486401202706,14.486401202706,14.007437220334,14.368919471181,67014700.0
2001-12-05,15.38,15.38,14.5,15.37,113746800.0,0.0,1.0,13.89899254508,13.89899254508,13.103731593215,13.889955488808,113746800.0
2001-12-04,13.9,13.9,13.32,13.8,47757100.0,0.0,1.0,12.561508216944,12.561508216944,12.037358953216,12.471137654233,47757100.0
2001-12-03,14.27,14.27,13.65,13.7,42093800.0,0.0,1.0,12.895879298978,12.895879298978,12.335581810165,12.380767091521,42093800.0
2001-11-30,14.78,14.78,13.68,14.03,74143100.0,0.0,1.0,13.356769168809,13.356769168809,12.362692978978,12.67898994847,74143100.0
2001-11-29,14.5,14.5,14.0,14.19,36810100.0,0.0,1.0,13.103731593215,13.103731593215,12.651878779656,12.823582848809,36810100.0
2001-11-28,14.88,14.88,14.07,14.12,30083900.0,0.0,1.0,13.44713973152,13.44713973152,12.715138173555,12.760323454911,30083900.0
2001-11-27,14.92,14.92,14.23,14.42,36021500.0,0.0,1.0,13.483287956605,13.483287956605,12.859731073894,13.031435143046,36021500.0
2001-11-26,14.79,14.79,14.45,14.74,32643100.0,0.0,1.0,13.36580622508,13.36580622508,13.05854631186,13.320620943724,32643100.0
2001-11-23,14.45,14.45,14.08,14.41,10846300.0,0.0,1.0,13.05854631186,13.05854631186,12.724175229826,13.022398086775,10846300.0
2001-11-21,14.72,14.72,13.97,14.08,33836400.0,0.0,1.0,13.302546831181,13.302546831181,12.624767610843,12.724175229826,33836400.0
2001-11-20,15.18,15.18,14.54,14.56,40052100.0,0.0,1.0,13.718251419656,13.718251419656,13.1398798183,13.157953930843,40052100.0
2001-11-19,15.05,15.05,14.5,14.87,30458900.0,0.0,1.0,13.600769688131,13.600769688131,13.103731593215,13.438102675249,30458900.0
2001-11-16,14.86,14.86,14.37,14.55,40618100.0,0.0,1.0,13.429065618978,13.429065618978,12.98624986169,13.148916874571,40618100.0
2001-11-15,14.68,15.25,14.5,14.79,41385800.0,0.0,1.0,13.266398606097,13.781510813554,13.103731593215,13.36580622508,41385800.0
2001-11-14,14.83,15.07,14.2,14.92,52842700.0,0.0,1.0,13.401954450165,13.618843800673,12.83261990508,13.483287956605,52842700.0
2001-11-13,15.13,15.27,14.28,14.52,89914000.0,0.0,1.0,13.6730661383,13.799584926097,12.904916355249,13.121805705758,89914000.0
2001-11-12,15.25,15.53,14.64,15.4,27878300.0,0.0,1.0,13.781510813554,14.034548389147,13.230250381012,13.917066657622,27878300.0
2001-11-09,15.37,15.69,15.18,15.38,29770800.0,0.0,1.0,13.889955488808,14.179141289486,13.718251419656,13.89899254508,29770800.0
2001-11-08,15.63,16.28,15.22,15.45,46697600.0,0.0,1.0,14.124918951859,14.712327609486,13.754399644741,13.962251938978,46697600.0
2001-11-07,15.06,15.94,15.0,15.58,44046600.0,0.0,1.0,13.609806744402,14.405067696266,13.555584406775,14.079733670503,44046600.0
2001-11-06,14.68,15.29,14.44,15.22,34708200.0,0.0,1.0,13.266398606097,13.817659038639,13.049509255588,13.754399644741,34708200.0
2001-11-05,14.82,15.15,14.6,14.96,35243400.0,0.0,1.0,13.392917393893,13.691140250842,13.194102155927,13.51943618169,35243400.0
